case_id,run_id,dataset,system,source_file,line_no,qa_key,uuid,question_type,question,gold_answer,baseline_response,baseline_label,evidence_count,retrieved_count,token_any_exact_hit,token_any_hit_0p60,token_all_hit_0p60,token_max_coverage,semantic_any_supported,semantic_all_supported,semantic_any_partial_or_supported,semantic_all_partial_or_supported,semantic_any_contradicted,evidence_results_json,case_rationale
mem0_medium:25,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,25,1:10:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of games is Martin interested in exploring as of July 14, 2026?",Non-violent action games,Puzzle games,hallucination,2,20,False,False,False,0.4762,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin attended a seminar on cognitive development, which sparked his interest in non-violent action games for their cognitive benefits."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions non-violent action games or cognitive benefits from a seminar.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin is open to exploring non-violent action games to enhance cognitive functions, aligning with his values of peace and well-being."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions exploring non-violent action games for cognitive functions.""}]","Retrieved memories are topically similar (values of peace, well-being) but do not contain the specific fact about non-violent action games."
mem0_medium:27,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,27,1:11:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What alternatives is Martin exploring to wellness retreats as of October 16, 2026?",Nature hikes and cultural tours.,No relevant memories found.,omission,1,20,False,True,True,0.6923,True,True,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin is exploring nature hikes and cultural tours as alternatives to wellness retreats."", ""status"": ""supported"", ""best_memory_ids"": [""m3""], ""rationale"": ""Memory m3 explicitly states Martin likes nature hikes and cultural tours, which are the alternatives to wellness retreats.""}]",Memory m3 directly supports the gold evidence by listing nature hikes and cultural tours as alternatives.
mem0_medium:33,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,33,1:13:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of beverage did Martin express enthusiasm about incorporating into his daily routine on April 23, 2027?",Herbal teas with added health blends.,No relevant memory found.,omission,1,20,False,False,False,0.3077,True,True,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin expressed enthusiasm about incorporating herbal teas with added health blends into his daily routine, considering their calming effects and potential to help during stressful periods."", ""status"": ""supported"", ""best_memory_ids"": [""m6""], ""rationale"": ""Memory m6 states user likes herbal teas for calming properties and health benefits, matching the gold evidence's 'herbal teas with added health blends' and 'calming effects'.""}]",Memory m6 directly supports the claim about herbal teas with health benefits and calming properties.
mem0_medium:35,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,35,1:13:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"Based on Martin's evolving beverage preferences on April 23, 2027, what type of drinks might he explore to enhance his yoga practice?",Herbal teas with health blends.,Herbal teas and smoothies,hallucination,2,20,False,False,False,0.3077,True,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin expressed enthusiasm about incorporating herbal teas with added health blends into his daily routine, considering their calming effects and potential to help during stressful periods."", ""status"": ""supported"", ""best_memory_ids"": [""m2""], ""rationale"": ""Memory m2 mentions herbal teas for calming properties and health benefits, matching e1's 'herbal teas with added health blends' and 'calming effects'.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin considers how new herbal tea blends can support his mental health during stressful periods and enhance his yoga practice."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m2""], ""rationale"": ""Memory m2 mentions herbal teas for calming and health benefits, but does not explicitly mention supporting mental health during stress or enhancing yoga practice.""}]",Memory m2 supports e1 fully but only partially supports e2 due to missing details about stress and yoga.
mem0_medium:36,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,36,1:14:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"Given Martin's interest in heavy metal music as of Jul 27, 2027, what type of music might he explore next for relaxation?",Ambient or jazz music.,No evidence of interest.,omission,2,20,False,False,False,0.4375,True,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin expressed curiosity about integrating heavy metal into his relaxation routine, alongside ambient and jazz music."", ""status"": ""supported"", ""best_memory_ids"": [""m1""], ""rationale"": ""m1 mentions user likes ambient and jazz music, which matches the gold evidence that Martin expressed curiosity about integrating heavy metal with ambient and jazz.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin's exploratory motivation leads him to test boundaries and discover new ways to unwind through music choices, including heavy metal, jazz, and classical music."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m1""], ""rationale"": ""m1 mentions jazz and classical music, but not heavy metal or the exploratory motivation; missing the heavy metal and classical integration aspect.""}]","m1 supports e1 fully, but e2 is only partially supported because m1 lacks mention of heavy metal and exploratory motivation."
mem0_medium:38,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,38,1:15:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"What sustainable travel choices might Martin consider after October 29, 2027?",Eco-friendly transportation or supporting local eco-tourism.,No relevant memories found.,omission,2,20,False,False,False,0.3,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin is exploring other areas of life to integrate sustainable choices, such as travel and dietary habits."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions sustainable travel choices or dietary habits.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin values sustainability and environmental consciousness, actively exploring ways to integrate these values into his clothing choices and other aspects of life."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions sustainability or environmental consciousness in travel or clothing.""}]",None of the retrieved memories contain the factual claims about sustainable travel or sustainability values.
mem0_medium:39,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,39,1:15:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of clothing does Martin prefer as of October 29, 2027?",Eco-friendly athletic wear.,Comfortable athletic wear,hallucination,1,20,False,False,False,0.3333,True,True,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin's clothing preference has shifted to eco-friendly athletic wear due to increased environmental awareness and his exploratory motivation to test personal habits against environmental goals."", ""status"": ""supported"", ""best_memory_ids"": [""m8""], ""rationale"": ""Memory m8 states user chooses eco-friendly fabrics, which matches the gold evidence claim of preferring eco-friendly athletic wear.""}]","Retrieved memory m8 directly supports the claim that Martin prefers eco-friendly fabrics, aligning with the gold evidence."
mem0_medium:40,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,40,1:15:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin decide to keep using traditional athletic wear after attending the seminar on Oct 29, 2027?","No, Martin switched to eco-friendly athletic wear.",No evidence found.,omission,2,20,False,False,False,0.3333,True,False,True,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin attended a seminar on sustainable fashion, which influenced his perspective on the environmental impact of traditional athletic wear."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions attending a seminar on sustainable fashion or its influence.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin's clothing preference has shifted to eco-friendly athletic wear due to increased environmental awareness and his exploratory motivation to test personal habits against environmental goals."", ""status"": ""supported"", ""best_memory_ids"": [""m1""], ""rationale"": ""Memory m1 states user chooses eco-friendly fabrics, supporting the shift to eco-friendly athletic wear.""}]","Evidence e1 is not supported; evidence e2 is supported by memory m1, indicating a switch to eco-friendly wear."
mem0_medium:41,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,41,1:18:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of reptile did Martin find interesting on Feb 01, 2028?",Iguanas,No relevant memory found.,omission,1,20,False,False,False,0.2727,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin visited a reptile sanctuary and found iguanas' social behaviors interesting."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions iguanas or a reptile sanctuary. Memory m14 mentions disliking reptiles, but does not support the fact that Martin found iguanas interesting.""}]","The gold evidence states Martin found iguanas' social behaviors interesting at a reptile sanctuary. None of the retrieved memories contain this fact; they focus on career, pets (dogs), and personal background."
mem0_medium:44,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,44,1:21:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What aspect of boxing did Martin appreciate on May 5, 2028?",The strategic and disciplined aspects.,No relevant memory found.,omission,1,20,False,False,False,0.2353,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin's perception of boxing has shifted from purely aggressive to appreciating its strategic and disciplined aspects."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions boxing or its strategic/disciplined aspects.""}]",The gold evidence describes Martin's shift in perception of boxing to appreciate its strategic and disciplined aspects. None of the retrieved memories discuss boxing or any related topic.
mem0_medium:62,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,62,1:23:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"On Aug 08, 2028, did Martin show disinterest in cooperative gaming opportunities?","No, Martin expressed curiosity about cooperative gaming opportunities.",No relevant memory found.,omission,2,20,False,False,False,0.3333,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin expressed curiosity about exploring more cooperative gaming opportunities that offer cognitive challenges and social engagement."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions cooperative gaming or curiosity about it.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin sought guidance on finding multiplayer games that offer both cognitive challenges and social engagement."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions seeking guidance on multiplayer games.""}]",Retrieved memories are topically unrelated to cooperative gaming or curiosity.
mem0_medium:63,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,63,1:24:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What is Martin Mark's travel preference after his trip on Nov 10, 2028?",Crowded tourist spots for cultural enrichment.,No relevant memory found.,omission,1,20,False,False,False,0.2143,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin Mark's travel preference now includes crowded tourist spots for their cultural enrichment."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions travel preference for crowded tourist spots or cultural enrichment.""}]",Retrieved memories do not contain the travel preference fact.
mem0_medium:45,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,45,1:21:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin's perception of boxing remain purely negative after May 05, 2028?","No, Martin's perception shifted to appreciate its strategic aspects.",No relevant memories found.,omission,1,20,False,False,False,0.2353,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin's perception of boxing has shifted from purely aggressive to appreciating its strategic and disciplined aspects."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions boxing or a shift in perception of boxing.""}]","All retrieved memories are about career, health, family, or general preferences; none contain the factual claim about Martin's perception of boxing shifting."
mem0_medium:46,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,46,1:21:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?","No, Martin is open to new experiences and values sports with mental challenges.",No relevant memories found.,omission,2,20,False,False,False,0.4706,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin's openness to new experiences is reflected in his evolving sports preferences, particularly boxing."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions openness to new experiences or evolving sports preferences, especially boxing.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin values sports that balance physical activity with mental challenges, aligning with his health and well-being goals."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions valuing sports with mental challenges; memory m15 shows dislike for boxing and extreme sports.""}]",Retrieved memories do not support the claims; memory m15 contradicts the idea of valuing boxing or sports with mental challenges.
mem0_medium:53,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,53,1:22:7,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Multi-hop Inference,"What factors contributed to Martin's optimism about his sabbatical starting April 20, 2028?",Support from his social network and opportunities for personal growth.,No relevant memories found.,omission,3,20,False,False,False,0.5,True,True,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin's decision to take a sabbatical was influenced by support from his social network, including Susan, Daniel, and Joshua."", ""status"": ""supported"", ""best_memory_ids"": [""m3"", ""m4"", ""m6"", ""m9""], ""rationale"": ""Memories m3, m4, m6, m9 mention support from network (insights, Susan, Daniel, Joshua) matching e1's claim about social network support.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin feels relieved and anticipates personal growth and career development during his sabbatical."", ""status"": ""supported"", ""best_memory_ids"": [""m1"", ""m8"", ""m11"", ""m14"", ""m16""], ""rationale"": ""Memories m1, m8, m11, m14, m16 mention relief, personal growth, career development, aligning with e2's claim about relief and anticipated growth.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Martin expressed gratitude for the support from his social network during his decision-making process."", ""status"": ""supported"", ""best_memory_ids"": [""m12""], ""rationale"": ""Memory m12 explicitly states gratitude for network support, matching e3.""}]",All three evidence items are supported by retrieved memories that preserve the factual claims about social network support and personal growth.
mem0_medium:55,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,55,1:22:9,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,On what date did Martin officially begin his sabbatical?,"June 1, 2028",No sabbatical mentioned.,omission,1,20,False,False,False,0.2941,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin officially started his sabbatical on June 1, 2028, to focus on personal well-being and career reassessment."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions the sabbatical start date June 1, 2028.""}]",The gold evidence about the sabbatical start date is not present in any retrieved memory.
mem0_medium:57,mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,57,1:22:11,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,Who in Martin's social network provided support that influenced his decision to take a sabbatical?,"Susan, Daniel, and Joshua",No evidence of sabbatical.,omission,2,20,False,False,False,0.4286,True,True,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Martin's decision to take a sabbatical was influenced by support from his social network, including Susan, Daniel, and Joshua."", ""status"": ""supported"", ""best_memory_ids"": [""m2"", ""m4"", ""m8""], ""rationale"": ""m2 mentions Susan's encouragement, m4 mentions Daniel's insights, m8 mentions Joshua's collaborative approach; together they cover the three names in the evidence.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Martin expressed gratitude for the support from his social network during his decision-making process."", ""status"": ""supported"", ""best_memory_ids"": [""m5""], ""rationale"": ""m5 states 'support and encouragement from his network as invaluable', which matches the gratitude expression in e2.""}]","Retrieved memories contain the specific names (Susan, Daniel, Joshua) and general support statements that support both evidence items."
