run_id,dataset,system,source_file,line_no,qa_key,uuid,question_type,question,gold_answer,baseline_response,baseline_label,evidence_count,retrieved_count,any_strict_hit,all_strict_hit,any_coverage_hit_0p60,all_coverage_hit_0p60,max_evidence_coverage,evidence_json
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,23,1:9:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What activity did Martin participate in during a team-building event on April 10, 2026?",Simulated skydiving,No relevant memory found.,omission,1,20,False,False,False,False,0.25,"[""Martin participated in a simulated skydiving experience during a team-building event, which influenced his sports preferences.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,25,1:10:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of games is Martin interested in exploring as of July 14, 2026?",Non-violent action games,Puzzle games,hallucination,2,20,False,False,False,False,0.4762,"[""Martin attended a seminar on cognitive development, which sparked his interest in non-violent action games for their cognitive benefits."", ""Martin is open to exploring non-violent action games to enhance cognitive functions, aligning with his values of peace and well-being.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,27,1:11:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What alternatives is Martin exploring to wellness retreats as of October 16, 2026?",Nature hikes and cultural tours.,No relevant memories found.,omission,1,20,False,False,True,True,0.6923,"[""Martin is exploring nature hikes and cultural tours as alternatives to wellness retreats.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,31,1:12:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin's movie preference shift from fictional narratives to documentaries after a relaxing week on Jan 19, 2027?","No, Martin's preference shifted to fictional narratives after a stressful week.",No evidence of such shift.,omission,2,20,False,False,False,False,0.3125,"[""Martin's movie preference has shifted from documentaries to fictional narratives that provide a mental escape."", ""Martin finds himself drawn towards fictional narratives that offer a mental break after a stressful week.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,32,1:12:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,What type of movie genres might Martin explore to relax after a stressful week in 2027?,Adventure and fantasy genres.,"Documentaries, classical music, nature hikes.",hallucination,2,20,False,False,False,False,0.3158,"[""Martin's exploratory motivation leads him to test boundaries and find new ways to unwind through movie choices, particularly adventure and fantasy genres."", ""Martin expresses curiosity about exploring different movie genres, such as adventure and fantasy, to find new avenues for relaxation.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,33,1:13:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of beverage did Martin express enthusiasm about incorporating into his daily routine on April 23, 2027?",Herbal teas with added health blends.,No relevant memory found.,omission,1,20,False,False,False,False,0.3077,"[""Martin expressed enthusiasm about incorporating herbal teas with added health blends into his daily routine, considering their calming effects and potential to help during stressful periods.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,35,1:13:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"Based on Martin's evolving beverage preferences on April 23, 2027, what type of drinks might he explore to enhance his yoga practice?",Herbal teas with health blends.,Herbal teas and smoothies,hallucination,2,20,False,False,False,False,0.3077,"[""Martin expressed enthusiasm about incorporating herbal teas with added health blends into his daily routine, considering their calming effects and potential to help during stressful periods."", ""Martin considers how new herbal tea blends can support his mental health during stressful periods and enhance his yoga practice.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,36,1:14:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"Given Martin's interest in heavy metal music as of Jul 27, 2027, what type of music might he explore next for relaxation?",Ambient or jazz music.,No evidence of interest.,omission,2,20,False,False,False,False,0.4375,"[""Martin expressed curiosity about integrating heavy metal into his relaxation routine, alongside ambient and jazz music."", ""Martin's exploratory motivation leads him to test boundaries and discover new ways to unwind through music choices, including heavy metal, jazz, and classical music.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,38,1:15:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"What sustainable travel choices might Martin consider after October 29, 2027?",Eco-friendly transportation or supporting local eco-tourism.,No relevant memories found.,omission,2,20,False,False,False,False,0.3,"[""Martin is exploring other areas of life to integrate sustainable choices, such as travel and dietary habits."", ""Martin values sustainability and environmental consciousness, actively exploring ways to integrate these values into his clothing choices and other aspects of life.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,39,1:15:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of clothing does Martin prefer as of October 29, 2027?",Eco-friendly athletic wear.,Comfortable athletic wear,hallucination,1,20,False,False,False,False,0.3333,"[""Martin's clothing preference has shifted to eco-friendly athletic wear due to increased environmental awareness and his exploratory motivation to test personal habits against environmental goals.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,40,1:15:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin decide to keep using traditional athletic wear after attending the seminar on Oct 29, 2027?","No, Martin switched to eco-friendly athletic wear.",No evidence found.,omission,2,20,False,False,False,False,0.3333,"[""Martin attended a seminar on sustainable fashion, which influenced his perspective on the environmental impact of traditional athletic wear."", ""Martin's clothing preference has shifted to eco-friendly athletic wear due to increased environmental awareness and his exploratory motivation to test personal habits against environmental goals.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,41,1:18:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of reptile did Martin find interesting on Feb 01, 2028?",Iguanas,No relevant memory found.,omission,1,20,False,False,False,False,0.2727,"[""Martin visited a reptile sanctuary and found iguanas' social behaviors interesting.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,44,1:21:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What aspect of boxing did Martin appreciate on May 5, 2028?",The strategic and disciplined aspects.,No relevant memory found.,omission,1,20,False,False,False,False,0.2353,"[""Martin's perception of boxing has shifted from purely aggressive to appreciating its strategic and disciplined aspects.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,45,1:21:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin's perception of boxing remain purely negative after May 05, 2028?","No, Martin's perception shifted to appreciate its strategic aspects.",No relevant memories found.,omission,1,20,False,False,False,False,0.2353,"[""Martin's perception of boxing has shifted from purely aggressive to appreciating its strategic and disciplined aspects.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,46,1:21:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?","No, Martin is open to new experiences and values sports with mental challenges.",No relevant memories found.,omission,2,20,False,False,False,False,0.4706,"[""Martin's openness to new experiences is reflected in his evolving sports preferences, particularly boxing."", ""Martin values sports that balance physical activity with mental challenges, aligning with his health and well-being goals.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,48,1:22:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin's social network encourage him to retire early on April 20, 2028?","No, his social network supported his decision to take a sabbatical.",No evidence found.,omission,2,20,False,False,False,False,0.3571,"[""Martin's decision to take a sabbatical was influenced by support from his social network, including Susan, Daniel, and Joshua."", ""Martin expressed gratitude for the support from his social network during his decision-making process.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,50,1:22:4,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Multi-hop Inference,Why did Martin decide to take a sabbatical instead of retiring early?,Support from his social network influenced him.,No sabbatical mentioned.,omission,3,20,False,False,False,False,0.3158,"[""Martin decided to take a sabbatical instead of retiring, influenced by support from his social network."", ""Martin's social network played a crucial role in providing emotional support and alternative perspectives, leading him to choose a sabbatical over retirement."", ""Martin acknowledged the importance of his social network in providing guidance and support during his decision to take a sabbatical.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,51,1:22:5,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Multi-hop Inference,"What activities does Martin plan to engage in during his sabbatical starting June 1, 2028?","Yoga retreats, nature hikes, workshops, and seminars.",No relevant memories found.,omission,3,20,False,False,False,False,0.4706,"[""Martin officially started his sabbatical on June 1, 2028, to focus on personal well-being and career reassessment."", ""Martin plans to engage in stress-reducing activities like yoga retreats and nature hikes during his sabbatical."", ""Martin intends to attend workshops and seminars to expand his skill set during his sabbatical.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,52,1:22:6,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Multi-hop Inference,How did Martin's role at Huaxin Consulting affect his decision to take a sabbatical?,Stress and mental health challenges led to his decision.,No sabbatical mentioned.,omission,3,20,False,False,False,False,0.4545,"[""Martin's ongoing demands and responsibilities are exacerbating his stress levels."", ""Martin's mental health is impacted by the stress of consistently delivering high-quality healthcare solutions."", ""Martin officially started his sabbatical on June 1, 2028, to focus on personal well-being and career reassessment.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,53,1:22:7,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Multi-hop Inference,"What factors contributed to Martin's optimism about his sabbatical starting April 20, 2028?",Support from his social network and opportunities for personal growth.,No relevant memories found.,omission,3,20,False,False,False,False,0.5,"[""Martin's decision to take a sabbatical was influenced by support from his social network, including Susan, Daniel, and Joshua."", ""Martin feels relieved and anticipates personal growth and career development during his sabbatical."", ""Martin expressed gratitude for the support from his social network during his decision-making process.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,55,1:22:9,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,On what date did Martin officially begin his sabbatical?,"June 1, 2028",No sabbatical mentioned.,omission,1,20,False,False,False,False,0.2941,"[""Martin officially started his sabbatical on June 1, 2028, to focus on personal well-being and career reassessment.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,57,1:22:11,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,Who in Martin's social network provided support that influenced his decision to take a sabbatical?,"Susan, Daniel, and Joshua",No evidence of sabbatical.,omission,2,20,False,False,False,False,0.4286,"[""Martin's decision to take a sabbatical was influenced by support from his social network, including Susan, Daniel, and Joshua."", ""Martin expressed gratitude for the support from his social network during his decision-making process.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,61,1:23:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin express a preference for solo gaming over multiplayer puzzle games on Aug 08, 2028?","No, Martin preferred multiplayer puzzle games for collaboration.",No memory found.,omission,2,20,False,False,False,False,0.3333,"[""Martin's game preference has evolved to include multiplayer puzzle games, emphasizing collaborative problem-solving and social interaction."", ""Martin shared anecdotes about past solo gaming experiences and the enrichment of his routine through multiplayer games.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,62,1:23:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"On Aug 08, 2028, did Martin show disinterest in cooperative gaming opportunities?","No, Martin expressed curiosity about cooperative gaming opportunities.",No relevant memory found.,omission,2,20,False,False,False,False,0.3333,"[""Martin expressed curiosity about exploring more cooperative gaming opportunities that offer cognitive challenges and social engagement."", ""Martin sought guidance on finding multiplayer games that offer both cognitive challenges and social engagement.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,63,1:24:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What is Martin Mark's travel preference after his trip on Nov 10, 2028?",Crowded tourist spots for cultural enrichment.,No relevant memory found.,omission,1,20,False,False,False,False,0.2143,"[""Martin Mark's travel preference now includes crowded tourist spots for their cultural enrichment.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,64,1:24:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,"What type of destinations should Martin Mark consider visiting after Nov 10, 2028?",Destinations with cultural richness and manageable crowds.,No relevant memory found.,omission,2,20,False,False,False,False,0.2143,"[""Martin Mark's travel preference now includes crowded tourist spots for their cultural enrichment."", ""Martin Mark seeks guidance on identifying destinations that offer cultural richness with manageable crowds.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,65,1:24:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin Mark express a preference for avoiding crowded tourist spots on Nov 10, 2028?","No, he now appreciates crowded spots for cultural enrichment.","No, no memory found.",omission,2,20,False,False,False,False,0.3571,"[""Martin Mark's travel preference now includes crowded tourist spots for their cultural enrichment."", ""Martin Mark expressed excitement about the unique interactions and experiences at crowded tourist destinations.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,66,1:26:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,What type of horror films should Martin explore next to maintain his positive mindset as of 2029-02-13?,Films with compelling narratives balancing thrill and positivity.,None; he avoids horror films.,hallucination,2,20,False,False,False,False,0.5,"[""Martin seeks recommendations for horror films with compelling narratives that balance thrill and positivity."", ""Martin discussed balancing thrill and maintaining a positive mindset through his evolving movie preferences.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,67,1:26:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin express a dislike for horror films on February 13, 2029?","No, Martin expressed excitement about exploring horror films.","No, memory is from 2025.",hallucination,2,20,False,False,False,False,0.2857,"[""Martin Mark's movie preference has evolved to include horror films, which he finds suspenseful and mentally stimulating."", ""Martin expressed excitement about exploring more horror films to find relaxation and mental stimulation.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,68,1:26:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,What genre of films has Martin Mark recently started to appreciate?,Horror films,No relevant information found.,omission,1,20,False,False,False,False,0.2778,"[""Martin Mark's movie preference has evolved to include horror films, which he finds suspenseful and mentally stimulating.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,69,1:29:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What type of smoothies did Martin express enthusiasm for on May 18, 2029?",Superfood smoothies,No relevant memory found.,omission,2,20,False,False,False,False,0.3571,"[""Martin's beverage preference evolved to include superfood smoothies for their enhanced nutritional value."", ""Martin expressed enthusiasm about integrating superfood smoothies into his daily routine to sustain energy levels.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,70,1:29:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,How might Martin adapt his smoothie recipes for a high-energy event on 2029-05-20?,"Include chia seeds, spirulina, and goji berries.",No relevant memory found.,omission,3,20,False,False,False,False,0.2778,"[""Martin's creative motivation leads him to explore new smoothie ingredients like chia seeds, spirulina, and goji berries."", ""Martin expressed enthusiasm about integrating superfood smoothies into his daily routine to sustain energy levels."", ""Martin is curious about how superfood smoothies can enhance his energy levels during high-demand activities.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,73,1:30:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Boundary,"What is the name of Martin Mark's new colleague mentioned on May 01, 2029?",Unknown; not provided in the information.,No relevant memory found.,omission,0,20,False,False,False,False,0.0,[]
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,75,1:30:4,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,Did Martin's promotion to Senior Director at Huaxin Consulting occur after June 2029?,"No, it occurred on Jan 15, 2029.",No evidence of promotion.,omission,2,20,False,False,False,False,0.4118,"[""Martin Mark accepted a promotion to Senior Director at Huaxin Consulting, significantly increasing his responsibilities and expectations."", ""Martin Mark's career_status updated job_title from \""director\"" to \""senior director\"" at Huaxin Consulting.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,76,1:30:5,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,Did Martin's mental health improve after his promotion in March 2029?,"No, his mental health status changed to 'Abnormal' due to increased stress.",No relevant memories found.,omission,2,20,False,False,False,False,0.3889,"[""Martin Mark's mental health status changed from 'Mildly Abnormal' to 'Abnormal' due to increased stress from his promotion to Senior Director."", ""Martin Mark's health status changed due to intensified demands of his new role, leading to increased stress impacting his mental well-being.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,77,1:30:6,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,Did Martin Mark express optimism about his future role as Senior Director before June 2029?,"Yes, in May 2029, he viewed challenges as growth opportunities.","Yes, on 2026-02-05.",hallucination,2,20,False,False,False,False,0.35,"[""Martin Mark views this challenging period as an opportunity for personal and professional growth, focusing on potential positive changes in the healthcare sector."", ""Martin Mark feels optimistic about his future in his role as Senior Director, confident in maintaining a meaningful contribution to healthcare initiatives.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,78,1:30:7,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Dynamic Update,"What is Martin Mark's current mental health status as of Mar 10, 2029?",Abnormal,"Mildly abnormal, occasionally strained",hallucination,1,20,False,False,False,False,0.3889,"[""Martin Mark's mental health status changed from 'Mildly Abnormal' to 'Abnormal' due to increased stress from his promotion to Senior Director.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,80,1:31:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Basic Fact Recall,"What music genre captivated Martin Mark on Aug 21, 2029?",Contemporary classical music.,No relevant memory found.,omission,1,20,False,False,False,False,0.2632,"[""Martin Mark's music preference includes contemporary classical music, which captivates him with its blend of traditional and modern elements.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,81,1:31:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,What type of music might Martin explore to enhance his creativity in September 2029?,Contemporary classical music.,Jazz,hallucination,3,20,False,False,False,False,0.2667,"[""Martin Mark's music preference includes contemporary classical music, which captivates him with its blend of traditional and modern elements."", ""Martin Mark expressed enthusiasm about exploring contemporary classical music and contemporary rock music to enhance his creative motivation."", ""Martin Mark values the versatility and relevance of contemporary classical music, finding it engaging and inspiring.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,83,1:32:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Boundary,"What is Martin Mark's favorite color as of November 23, 2029?",This information is not provided.,Not found in memories.,omission,0,20,False,False,False,False,0.0,[]
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,84,1:32:2,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Generalization & Application,What type of attire might Martin choose for a business conference in December 2029?,Smart-casual business attire.,Casual business attire,hallucination,3,20,False,False,False,False,0.5,"[""Martin Mark updated his clothing preference from casual business attire to smart-casual business attire to strike a balance between professionalism and comfort."", ""Martin Mark values smart-casual business attire for its balance between professionalism and comfort, which positively impacts his professional image."", ""Feedback from colleagues prompted Martin Mark to refine his wardrobe to include smart-casual options for a more polished and professional appearance.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,85,1:32:3,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,"Did Martin Mark decide to switch to casual attire on Nov 23, 2029, to enhance professionalism?","No, Martin switched to smart-casual attire for professionalism.",No evidence found.,omission,2,20,False,False,False,False,0.4211,"[""Martin Mark updated his clothing preference from casual business attire to smart-casual business attire to strike a balance between professionalism and comfort."", ""Feedback from colleagues prompted Martin Mark to refine his wardrobe to include smart-casual options for a more polished and professional appearance.""]"
mem0_medium,medium,mem0,outputs\baseline_sharded_v2\mem0_medium\merged\mem0_medium_qa_merged.jsonl,86,1:33:1,2f1f897e-d67f-dbc5-6a7b-b7634a9e294f,Memory Conflict,Did Martin Mark decide to exclude Sphynx cats from his pet preferences after visiting his colleague's home on 2030-02-26?,"No, he included Sphynx cats in his preferences.",No evidence found.,omission,2,20,False,False,False,False,0.3333,"[""Martin Mark's pet preference now includes Sphynx cats for their affectionate and social nature."", ""Martin Mark's visit to a colleague's home expanded his pet preference to include Sphynx cats.""]"
